customer_id,total_revenue,avg_monthly_revenue,months_active,churned,contract,engagement_score,segment,segment_name
2024-BASKD,74.6,74.6,1,1,Month-to-month,High,1,At-Risk Loyalists
2025-JKFWI,1287.0,99.0,13,1,Month-to-month,High,1,At-Risk Loyalists
2026-TGDHM,555.1,79.3,7,1,Month-to-month,High,1,At-Risk Loyalists
2027-CWDNU,1540.8,85.6,18,0,Month-to-month,High,1,At-Risk Loyalists
2027-DNKIV,2173.75,58.75,37,0,One year,Medium,2,Price-Sensitive
2027-FECZV,1280.4,106.7,12,1,Month-to-month,High,1,At-Risk Loyalists
2027-OAQQC,2109.15,49.050000000000004,43,1,Month-to-month,Medium,2,Price-Sensitive
2027-WKXMW,6851.25,108.75,63,0,Month-to-month,High,3,New & Unstable
2030-BTZRO,122.39999999999999,20.4,6,0,Two year,Low,0,Champions
2034-CGRHZ,2470.8,102.95,24,1,Month-to-month,High,1,At-Risk Loyalists
2034-GDRCN,180.8,90.4,2,1,Month-to-month,High,1,At-Risk Loyalists
2037-SGXHH,3596.7000000000003,94.65,38,1,Month-to-month,High,3,New & Unstable
2037-XJFUP,3161.4,95.8,33,1,One year,High,1,At-Risk Loyalists
2038-LLMLM,4984.799999999999,103.84999999999998,48,0,Month-to-month,High,3,New & Unstable
2038-OEQZH,344.2,86.05,4,0,Month-to-month,High,1,At-Risk Loyalists
2038-YSEZE,1956.0500000000002,67.45,29,0,Month-to-month,Medium,1,At-Risk Loyalists
2039-JONDJ,1497.15,55.45,27,0,One year,Medium,1,At-Risk Loyalists
2040-LDIWQ,5473.0,84.2,65,0,Two year,High,3,New & Unstable
2040-OBMLJ,2532.7000000000003,81.7,31,0,One year,High,1,At-Risk Loyalists
2040-VZIKE,4941.65,100.85,49,0,Month-to-month,High,3,New & Unstable
2040-XBAVJ,8240.4,114.44999999999999,72,0,Two year,High,3,New & Unstable
2041-JIJCI,320.0,64.0,5,0,Month-to-month,Medium,1,At-Risk Loyalists
2043-WVTQJ,55.7,55.7,1,0,Month-to-month,Medium,0,Champions
2045-BMBTJ,1961.8500000000001,59.45,33,0,Month-to-month,Medium,1,At-Risk Loyalists
2049-BAFNW,35.9,35.9,1,0,Month-to-month,Low,0,Champions
2050-ONYDQ,1690.0,26.0,65,0,Two year,Low,2,Price-Sensitive
2054-PJOCK,4833.0,80.55,60,0,One year,High,3,New & Unstable
2055-BFOCC,5292.0,84.0,63,0,One year,High,3,New & Unstable
2055-PDADH,211.20000000000002,70.4,3,1,Month-to-month,High,1,At-Risk Loyalists
2055-SIFSS,2840.75,51.65,55,0,Month-to-month,Medium,2,Price-Sensitive
2056-EVGZL,7191.0,105.75,68,0,One year,High,3,New & Unstable
2057-BOYKM,6955.2,96.6,72,0,Two year,High,3,New & Unstable
2057-ZBLPD,1816.5,86.5,21,1,Month-to-month,High,1,At-Risk Loyalists
2058-DCJBE,348.75,69.75,5,1,Month-to-month,Medium,1,At-Risk Loyalists
2061-VVFST,721.5,19.5,37,0,Month-to-month,Low,2,Price-Sensitive
2065-MMKGR,2059.0,71.0,29,0,One year,High,1,At-Risk Loyalists
2067-QYTCF,7113.6,111.15,64,0,Month-to-month,High,3,New & Unstable
2068-WWXQZ,922.3000000000001,20.05,46,0,Two year,Low,2,Price-Sensitive
2070-FNEXE,535.15,76.45,7,1,Month-to-month,High,1,At-Risk Loyalists
2070-XYMFH,1825.05,79.35,23,0,Month-to-month,High,1,At-Risk Loyalists
2072-ZVJJX,1717.0,25.25,68,0,Two year,Low,2,Price-Sensitive
2073-QBVBI,1453.45,35.45,41,0,One year,Low,2,Price-Sensitive
2074-GKOWZ,179.1,89.55,2,1,Month-to-month,High,1,At-Risk Loyalists
2074-GUHPQ,1575.9,92.7,17,0,Month-to-month,High,1,At-Risk Loyalists
2075-PUEPR,1064.25,19.35,55,0,Two year,Low,2,Price-Sensitive
2075-RMJIK,247.0,49.4,5,0,Month-to-month,Medium,0,Champions
2077-DDHJK,4821.200000000001,70.9,68,0,Two year,High,3,New & Unstable
2077-MPJQO,527.8000000000001,75.4,7,0,Month-to-month,High,1,At-Risk Loyalists
2079-FBMZK,415.5,69.25,6,1,Month-to-month,Medium,1,At-Risk Loyalists
2080-CAZNM,4280.400000000001,104.40000000000002,41,0,Month-to-month,High,3,New & Unstable
2080-GKCWQ,149.9,74.95,2,0,Month-to-month,High,1,At-Risk Loyalists
2080-SRCDE,25.4,25.4,1,0,Month-to-month,Low,0,Champions
2081-KJSQF,20.25,20.25,1,0,Month-to-month,Low,0,Champions
2081-VEYEH,323.85,107.95,3,0,Month-to-month,High,1,At-Risk Loyalists
2082-CEFLT,45.6,45.6,1,1,Month-to-month,Medium,0,Champions
2082-OJVTK,2586.8,89.2,29,1,Month-to-month,High,1,At-Risk Loyalists
2085-BOJKI,1643.0500000000002,96.65,17,0,One year,High,1,At-Risk Loyalists
2085-JVGAD,752.95,20.35,37,0,Month-to-month,Low,2,Price-Sensitive
2087-QAREY,1203.4,54.7,22,0,Month-to-month,Medium,1,At-Risk Loyalists
2088-IEBAU,5994.200000000001,88.15,68,0,Two year,High,3,New & Unstable
2091-GPPIQ,5684.400000000001,78.95,72,0,Two year,High,3,New & Unstable
2091-MJTFX,1536.0,51.2,30,1,Month-to-month,Medium,2,Price-Sensitive
2091-RFFBA,2290.9,73.9,31,1,Month-to-month,High,1,At-Risk Loyalists
2096-XOTMO,309.6,19.35,16,0,Month-to-month,Low,0,Champions
2097-YVPKN,1673.75,25.75,65,0,Two year,Low,2,Price-Sensitive
2100-BDNSN,339.75,67.95,5,1,Month-to-month,Medium,1,At-Risk Loyalists
2101-RANCD,4020.4999999999995,73.1,55,0,Month-to-month,High,3,New & Unstable
2103-ZRXFN,50.75,50.75,1,0,Month-to-month,Medium,0,Champions
2105-PHWON,3135.0,95.0,33,0,Month-to-month,High,1,At-Risk Loyalists
2107-FBPTK,3123.0,104.1,30,0,Month-to-month,High,1,At-Risk Loyalists
2108-GLPQB,1388.75,55.55,25,0,Month-to-month,Medium,1,At-Risk Loyalists
2108-XWMPY,106.35000000000001,35.45,3,1,Month-to-month,Low,0,Champions
2108-YKQTY,202.8,50.7,4,1,Month-to-month,Medium,0,Champions
2111-DWYHN,21.1,21.1,1,0,Month-to-month,Low,0,Champions
2114-MGINA,1257.2,89.8,14,1,Month-to-month,High,1,At-Risk Loyalists
2115-BFTIW,1773.75,70.95,25,1,Month-to-month,High,1,At-Risk Loyalists
2120-SMPEX,503.74999999999994,20.15,25,0,Month-to-month,Low,0,Champions
2121-JAFOM,8319.6,115.55000000000001,72,0,Two year,High,3,New & Unstable
2122-SZZZD,858.0,19.5,44,0,One year,Low,2,Price-Sensitive
2122-YWVYA,1357.2,75.4,18,0,Month-to-month,High,1,At-Risk Loyalists
2123-AGEEN,590.4499999999999,84.35,7,0,Month-to-month,High,1,At-Risk Loyalists
2123-VSCOT,4253.9,72.1,59,0,Two year,High,3,New & Unstable
2126-GSEGL,5936.0,84.8,70,0,Two year,High,3,New & Unstable
2129-ALKBS,1048.0,26.2,40,0,Month-to-month,Low,2,Price-Sensitive
2133-TSRRM,3581.8999999999996,105.35,34,0,Month-to-month,High,3,New & Unstable
2135-DQWAQ,426.5,85.3,5,0,Month-to-month,High,1,At-Risk Loyalists
2135-RXIHG,45.65,45.65,1,1,Month-to-month,Medium,0,Champions
2137-DQMEV,3046.3999999999996,44.8,68,0,One year,Medium,2,Price-Sensitive
2138-VFAPZ,275.8,19.7,14,0,Two year,Low,0,Champions
2139-FQHLM,1709.05,89.95,19,0,Month-to-month,High,1,At-Risk Loyalists
2141-RRYGO,274.6,68.65,4,1,Month-to-month,Medium,1,At-Risk Loyalists
2143-LJULT,1691.75,25.25,67,0,Two year,Low,2,Price-Sensitive
2144-BFDSO,5437.5,108.75,50,0,Month-to-month,High,3,New & Unstable
2144-ESWKO,1513.6000000000001,35.2,43,0,One year,Low,2,Price-Sensitive
2146-EGVDT,1138.7,19.3,59,0,Two year,Low,2,Price-Sensitive
2150-OEGBV,542.7,20.1,27,0,One year,Low,0,Champions
2150-UWTFY,1345.3,61.15,22,1,Month-to-month,Medium,1,At-Risk Loyalists
2150-WLKUW,2556.0,63.9,40,0,One year,Medium,2,Price-Sensitive
2153-MREFK,3670.4,99.2,37,1,One year,High,3,New & Unstable
2154-KVJFF,1196.25,79.75,15,1,Month-to-month,High,1,At-Risk Loyalists
2155-AMQRX,1537.2,54.9,28,0,Month-to-month,Medium,1,At-Risk Loyalists
2157-MXBJS,978.9,75.3,13,1,One year,High,1,At-Risk Loyalists
2159-TURXX,100.25,20.05,5,0,Month-to-month,Low,0,Champions
2160-GPFXD,3545.1000000000004,65.65,54,0,Two year,Medium,2,Price-Sensitive
2162-FRZAA,2479.05,39.35,63,0,Two year,Low,2,Price-Sensitive
2164-SOQXL,401.0,20.05,20,0,Month-to-month,Low,0,Champions
2165-VOEGB,4839.2,105.2,46,1,One year,High,3,New & Unstable
2167-FQSTQ,6652.8,92.4,72,0,Two year,High,3,New & Unstable
2169-RRLFW,1817.6000000000001,25.6,71,0,Two year,Low,2,Price-Sensitive
2171-UDMFD,622.4,19.45,32,0,Month-to-month,Low,0,Champions
2172-EJXVF,7518.900000000001,105.9,71,0,One year,High,3,New & Unstable
2176-LVPNX,6379.349999999999,89.85,71,0,Two year,High,3,New & Unstable
2176-OSJUV,4625.650000000001,65.15,71,0,Two year,Medium,3,New & Unstable
2178-PMGCJ,1533.4,69.7,22,0,Month-to-month,Medium,1,At-Risk Loyalists
2180-DXNEG,1152.0,96.0,12,1,Month-to-month,High,1,At-Risk Loyalists
2181-TIDSV,1356.6,19.95,68,0,Two year,Low,2,Price-Sensitive
2181-UAESM,106.9,53.45,2,0,Month-to-month,Medium,0,Champions
2186-QZEYA,1697.9499999999998,58.55,29,0,Month-to-month,Medium,1,At-Risk Loyalists
2187-LZGPL,280.7,40.1,7,1,Month-to-month,Medium,0,Champions
2187-PKZAY,959.4000000000001,79.95,12,0,Month-to-month,High,1,At-Risk Loyalists
2188-SXWVT,1870.0,55.0,34,0,One year,Medium,2,Price-Sensitive
2189-UXTKY,1742.4,79.2,22,1,Month-to-month,High,1,At-Risk Loyalists
2189-WWOEW,1288.5,85.9,15,1,Month-to-month,High,1,At-Risk Loyalists
2190-BCXEC,3154.0,78.85,40,0,Month-to-month,High,1,At-Risk Loyalists
2190-PHBHR,6800.400000000001,94.45,72,0,Two year,High,3,New & Unstable
2192-CKRLV,3542.4,49.2,72,0,Two year,Medium,2,Price-Sensitive
2192-OZITF,3309.75,73.55,45,0,Two year,High,3,New & Unstable
2193-SFWQW,8060.400000000001,111.95,72,0,Two year,High,3,New & Unstable
2194-IIQOF,6340.3,89.3,71,0,Two year,High,3,New & Unstable
2195-VVRJF,1063.8,59.099999999999994,18,0,Month-to-month,Medium,1,At-Risk Loyalists
2195-ZRVAX,4009.1,85.3,47,1,Month-to-month,High,3,New & Unstable
2197-OMWGI,3604.0,53.0,68,0,Two year,Medium,2,Price-Sensitive
2200-DSAAL,5484.200000000001,80.65,68,0,Two year,High,3,New & Unstable
2202-CUYXZ,84.85,84.85,1,1,Month-to-month,High,1,At-Risk Loyalists
2202-OUTMO,2068.9,60.85,34,0,Month-to-month,Medium,1,At-Risk Loyalists
2203-GHNWN,1911.6000000000001,79.65,24,0,Month-to-month,High,1,At-Risk Loyalists
2205-LPVGL,5211.299999999999,89.85,58,0,One year,High,3,New & Unstable
2205-YMZZJ,593.6,84.8,7,1,Month-to-month,High,1,At-Risk Loyalists
2207-NHRJK,50.8,50.8,1,1,Month-to-month,Medium,0,Champions
2207-OBZNX,357.0,51.0,7,1,Month-to-month,Medium,0,Champions
2207-QPJED,3330.0,90.0,37,0,Month-to-month,High,1,At-Risk Loyalists
2207-RYYRL,1276.6000000000001,24.550000000000004,52,0,Two year,Low,2,Price-Sensitive
2208-MPXIO,900.0,20.0,45,0,Two year,Low,2,Price-Sensitive
2208-NKVVH,1042.75,24.25,43,0,Two year,Low,2,Price-Sensitive
2208-NQBCT,2130.7000000000003,81.95000000000002,26,0,Month-to-month,High,1,At-Risk Loyalists
2208-UGTGR,5521.599999999999,98.6,56,0,Month-to-month,High,3,New & Unstable
2209-XADXF,25.25,25.25,1,0,Month-to-month,Low,0,Champions
2211-RMNHO,5800.4,85.3,68,0,Two year,High,3,New & Unstable
2212-LYASK,1237.95,45.85,27,0,One year,Medium,0,Champions
2215-ZAFGX,769.5,85.5,9,0,Month-to-month,High,1,At-Risk Loyalists
2219-MVUSO,361.2,45.15,8,1,Month-to-month,Medium,0,Champions
2220-IAHLS,19.4,19.4,1,0,Month-to-month,Low,0,Champions
2223-GDSHL,8239.55,116.04999999999998,71,0,Two year,High,3,New & Unstable
2223-KAGMX,291.0,19.4,15,1,Month-to-month,Low,0,Champions
2225-ZRGSG,6573.0,93.9,70,1,Two year,High,3,New & Unstable
2226-ICFDO,6184.8,85.9,72,0,Two year,High,3,New & Unstable
2227-JRSJX,2082.15,99.15,21,0,Month-to-month,High,1,At-Risk Loyalists
2228-BZDEE,1085.4,20.1,54,0,Two year,Low,2,Price-Sensitive
2229-DPMBI,156.0,19.5,8,0,Two year,Low,0,Champions
2229-VWQJH,1183.1999999999998,49.29999999999999,24,0,Month-to-month,Medium,0,Champions
2230-XTUWL,938.4000000000001,19.55,48,0,Two year,Low,2,Price-Sensitive
2232-DMLXU,55.2,55.2,1,1,Month-to-month,Medium,0,Champions
2233-FAGXV,121.5,24.3,5,0,Month-to-month,Low,0,Champions
2233-TXSIU,755.6500000000001,44.45,17,0,One year,Medium,0,Champions
2234-EOFPT,5713.2,79.35,72,0,Two year,High,3,New & Unstable
2234-XADUH,7430.400000000001,103.2,72,0,One year,High,3,New & Unstable
2235-DWLJU,266.4,44.4,6,0,Month-to-month,Medium,0,Champions
2235-EZAIK,5702.400000000001,79.2,72,0,Two year,High,3,New & Unstable
2235-ZGKPT,203.4,50.85,4,1,Month-to-month,Medium,0,Champions
2236-HILPA,1280.3,20.65,62,0,Two year,Low,2,Price-Sensitive
2237-ZFSMY,3726.45,95.55,39,1,One year,High,3,New & Unstable
2239-CFOUJ,20.4,20.4,1,0,One year,Low,0,Champions
2239-CGBUZ,3085.5,60.5,51,0,One year,Medium,2,Price-Sensitive
2239-JALAW,5988.5,103.25,58,1,One year,High,3,New & Unstable
2240-HSJQD,3110.2999999999997,81.85,38,0,Month-to-month,High,1,At-Risk Loyalists
2242-MFOTG,2643.2999999999997,80.1,33,0,One year,High,1,At-Risk Loyalists
2243-FNMMI,388.0,19.4,20,0,Month-to-month,Low,0,Champions
2245-ADZFJ,2497.0499999999997,80.55,31,0,Two year,High,1,At-Risk Loyalists
2249-YPRNG,2117.0,105.85,20,1,Month-to-month,High,1,At-Risk Loyalists
2250-IVBWA,5187.2,81.05,64,0,Month-to-month,High,3,New & Unstable
2251-PYLPB,5727.599999999999,79.55,72,0,Two year,High,3,New & Unstable
2252-ISRNH,813.15,90.35,9,0,One year,High,1,At-Risk Loyalists
2252-JHJGE,6344.0,104.0,61,0,One year,High,3,New & Unstable
2252-NKNSI,4427.8,85.15,52,0,Two year,High,3,New & Unstable
2253-KPMNB,3191.25,46.25,69,0,Two year,Medium,2,Price-Sensitive
2254-DLXRI,79.15,79.15,1,0,Month-to-month,High,1,At-Risk Loyalists
2256-YLYLP,4960.6,72.95,68,0,Two year,High,3,New & Unstable
2257-BOVXD,932.3999999999999,66.6,14,0,Month-to-month,Medium,1,At-Risk Loyalists
2259-OUUSZ,248.5,35.5,7,0,One year,Low,0,Champions
2260-USTRB,140.4,70.2,2,1,Month-to-month,High,1,At-Risk Loyalists
2262-SLNVK,70.1,70.1,1,0,Month-to-month,High,1,At-Risk Loyalists
2263-SFSQZ,1272.45,24.95,51,0,Two year,Low,2,Price-Sensitive
2265-CYWIV,398.4,99.6,4,1,Month-to-month,High,1,At-Risk Loyalists
2266-FUBDZ,290.25,19.35,15,0,Two year,Low,0,Champions
2266-SJNAT,7858.8,109.15,72,0,One year,High,3,New & Unstable
2267-FPIMA,4720.0,94.4,50,0,Month-to-month,High,3,New & Unstable
2267-WTPYD,5358.0,94.0,57,0,Month-to-month,High,3,New & Unstable
2270-CHBFN,4184.4,95.1,44,0,Month-to-month,High,3,New & Unstable
2272-JKMSI,6869.599999999999,110.8,62,0,One year,High,3,New & Unstable
2272-QAGFO,1040.2,74.3,14,1,Month-to-month,High,1,At-Risk Loyalists
2272-UOINI,549.5,78.5,7,0,Month-to-month,High,1,At-Risk Loyalists
2272-WUSPA,7974.0,110.75,72,0,Two year,High,3,New & Unstable
2273-QCKXA,49.05,49.05,1,0,Month-to-month,Medium,0,Champions
2274-XUATA,4543.2,63.099999999999994,72,0,Two year,Medium,3,New & Unstable
2275-RBYQS,45.4,45.4,1,0,Month-to-month,Medium,0,Champions
2276-YDAVZ,225.29999999999998,75.1,3,1,Month-to-month,High,1,At-Risk Loyalists
2277-AXSDC,632.0,19.75,32,0,One year,Low,0,Champions
2277-BKJKN,7043.2,99.2,71,0,Two year,High,3,New & Unstable
2277-DJJDL,5940.0,99.0,60,0,Month-to-month,High,3,New & Unstable
2277-VWCNI,195.0,48.75,4,0,Month-to-month,Medium,0,Champions
2279-AXJJK,4973.8,95.65,52,0,Month-to-month,High,3,New & Unstable
2282-YGNOR,1682.0,58.0,29,0,One year,Medium,1,At-Risk Loyalists
2284-VFLKH,4863.25,99.25,49,0,One year,High,3,New & Unstable
2292-XQWSV,2412.0,60.3,40,0,One year,Medium,2,Price-Sensitive
2293-IJWPS,5742.75,100.75,57,0,One year,High,3,New & Unstable
2294-DMMUS,4367.900000000001,70.45,62,0,Month-to-month,High,3,New & Unstable
2294-SALNE,1996.3999999999999,86.8,23,0,One year,High,1,At-Risk Loyalists
2296-DKZFP,4615.0,71.0,65,0,Two year,High,3,New & Unstable
2300-RQGOI,761.9,20.05,38,0,Two year,Low,2,Price-Sensitive
2302-ANTDP,5637.6,117.45,48,1,Month-to-month,High,3,New & Unstable
2302-OUZXB,5914.8,82.15,72,0,Two year,High,3,New & Unstable
2303-PJYHN,39.7,19.85,2,0,Month-to-month,Low,0,Champions
2305-MRGLV,2143.4,76.55,28,0,Month-to-month,High,1,At-Risk Loyalists
2307-FYNNL,7088.25,109.05,65,0,Two year,High,3,New & Unstable
2308-STERM,38.8,19.4,2,0,Month-to-month,Low,0,Champions
2309-OSFEU,339.0,33.9,10,1,Month-to-month,Low,0,Champions
2311-QYMUQ,1431.2,89.45,16,1,Month-to-month,High,1,At-Risk Loyalists
2314-TNDJQ,4006.7999999999997,55.65,72,0,Two year,Medium,2,Price-Sensitive
2316-ESMLS,397.79999999999995,33.15,12,0,One year,Low,0,Champions
2320-JRSDE,19.9,19.9,1,1,Month-to-month,Low,0,Champions
2320-SLKMB,1155.7,44.45,26,0,Month-to-month,Medium,0,Champions
2320-TZRRH,390.0,19.5,20,0,One year,Low,0,Champions
2320-YKQBO,135.1,19.3,7,0,Month-to-month,Low,0,Champions
2321-OMBXY,3051.4,80.3,38,1,One year,High,1,At-Risk Loyalists
2322-VCZHZ,2070.0,90.0,23,0,Month-to-month,High,1,At-Risk Loyalists
2323-ARSVR,7440.349999999999,111.05,67,0,Two year,High,3,New & Unstable
2324-AALNO,1178.4,24.55,48,0,One year,Low,2,Price-Sensitive
2324-EFHVG,6681.6,104.4,64,0,Two year,High,3,New & Unstable
2325-NBPZG,223.64999999999998,74.55,3,0,Month-to-month,High,1,At-Risk Loyalists
2325-WINES,3329.6,104.05,32,0,One year,High,1,At-Risk Loyalists
2325-ZUSFD,3995.7,70.1,57,1,One year,High,3,New & Unstable
2330-PQGDQ,4294.2,84.2,51,0,One year,High,3,New & Unstable
2332-EFBJY,315.2,19.7,16,1,Month-to-month,Low,0,Champions
2332-TODQS,1202.4,25.05,48,0,One year,Low,2,Price-Sensitive
2333-KWEWW,360.90000000000003,20.05,18,0,Two year,Low,0,Champions
2335-GSODA,922.3000000000001,40.1,23,0,Two year,Medium,0,Champions
2338-BQEZT,2780.25,50.55,55,0,Month-to-month,Medium,2,Price-Sensitive
2342-CKIAO,40.6,20.3,2,0,Month-to-month,Low,0,Champions
2344-JMOGN,853.65,94.85,9,1,Month-to-month,High,1,At-Risk Loyalists
2346-CZYIL,549.45,20.35,27,0,Two year,Low,0,Champions
2346-DJQTB,845.25,24.15,35,0,Month-to-month,Low,2,Price-Sensitive
2346-LOCWC,1189.0,20.5,58,0,Two year,Low,2,Price-Sensitive
2347-WKKAE,3964.8,94.4,42,0,Month-to-month,High,3,New & Unstable
2348-KCJLT,2706.0,61.5,44,0,One year,Medium,2,Price-Sensitive
2351-BKRZW,3233.6,75.2,43,0,Two year,High,3,New & Unstable
2351-RRBUE,144.54999999999998,20.65,7,0,One year,Low,0,Champions
2357-COQEK,2892.4,103.3,28,1,Month-to-month,High,1,At-Risk Loyalists
2359-KLTEK,3890.9,94.9,41,0,Month-to-month,High,3,New & Unstable
2359-KMGLI,1926.0,80.25,24,1,Month-to-month,High,1,At-Risk Loyalists
2359-QWQUL,4083.3,104.7,39,1,One year,High,3,New & Unstable
2360-RDGRO,6776.25,104.25,65,0,Month-to-month,High,3,New & Unstable
2361-FJWNO,1440.0,36.0,40,0,One year,Low,2,Price-Sensitive
2361-UPSND,3247.6,70.6,46,0,One year,High,3,New & Unstable
2362-IBOOY,3051.0,84.75,36,1,Month-to-month,High,1,At-Risk Loyalists
2363-BJLSL,4984.8,80.4,62,0,Month-to-month,High,3,New & Unstable
2364-UFROM,2112.0,70.4,30,0,One year,High,1,At-Risk Loyalists
2368-GAKKQ,7955.5,113.65,70,0,Two year,High,3,New & Unstable
2369-FEVNO,19.9,19.9,1,0,Month-to-month,Low,0,Champions
2369-UAPKZ,520.5,104.1,5,1,Month-to-month,High,1,At-Risk Loyalists
2371-JQHZZ,2232.0,93.0,24,0,Month-to-month,High,1,At-Risk Loyalists
2371-JUNGC,222.75,20.25,11,0,Month-to-month,Low,0,Champions
2371-KFUOG,5750.700000000001,99.15,58,0,One year,High,3,New & Unstable
2372-HWUHI,88.7,44.35,2,1,Month-to-month,Medium,0,Champions
2373-NTKOD,530.0,66.25,8,0,Month-to-month,Medium,1,At-Risk Loyalists
2378-HTWFW,3185.0,91.0,35,0,Month-to-month,High,1,At-Risk Loyalists
2378-VTKDH,6782.75,104.35,65,0,Month-to-month,High,3,New & Unstable
2378-YIZKA,5780.0,85.0,68,0,Two year,High,3,New & Unstable
2379-ENZGV,509.09999999999997,84.85,6,1,Month-to-month,High,1,At-Risk Loyalists
2379-GYFLQ,4365.400000000001,94.9,46,0,One year,High,3,New & Unstable
2380-DAMQP,8290.800000000001,115.15000000000002,72,0,Two year,High,3,New & Unstable
2382-BCKQJ,6209.3,100.15,62,1,One year,High,3,New & Unstable
2384-OVPSA,767.6,20.2,38,0,Two year,Low,2,Price-Sensitive
2386-LAHRK,53.5,53.5,1,1,Month-to-month,Medium,0,Champions
2386-OWURY,5527.4,95.3,58,0,Month-to-month,High,3,New & Unstable
2387-KDZQY,341.70000000000005,20.1,17,0,One year,Low,0,Champions
2388-LAESQ,8269.199999999999,114.84999999999998,72,0,Two year,High,3,New & Unstable
2391-IPLOP,3482.5000000000005,69.65,50,0,One year,Medium,3,New & Unstable
2391-SOORI,197.4,49.35,4,1,Month-to-month,Medium,0,Champions
2393-DIVAI,60.0,20.0,3,0,Month-to-month,Low,0,Champions
2397-BRLOM,643.6,80.45,8,1,Month-to-month,High,1,At-Risk Loyalists
2398-YPMUR,911.95,70.15,13,1,Month-to-month,High,1,At-Risk Loyalists
2400-FEQME,1127.5,20.5,55,0,Two year,Low,2,Price-Sensitive
2400-XIWIO,6397.099999999999,90.1,71,0,Two year,High,3,New & Unstable
2402-TAIRZ,2961.85,80.05,37,0,One year,High,1,At-Risk Loyalists
2403-BCASL,4589.95,111.94999999999999,41,1,One year,High,3,New & Unstable
2404-JIBFC,4680.5,85.1,55,0,Two year,High,3,New & Unstable
2405-LBMUW,3092.7000000000003,50.7,61,0,One year,Medium,2,Price-Sensitive
2408-PSJVE,2723.6,61.9,44,0,Month-to-month,Medium,2,Price-Sensitive
2408-TZMJL,6498.85,110.15,59,1,One year,High,3,New & Unstable
2408-WITXK,347.0,34.7,10,1,Month-to-month,Low,0,Champions
2410-CIYFZ,40.8,20.4,2,0,Month-to-month,Low,0,Champions
2418-TPEUN,1108.8,19.8,56,0,Two year,Low,2,Price-Sensitive
2419-FSORS,7804.8,108.4,72,0,Two year,High,3,New & Unstable
2424-WVHPL,74.7,74.7,1,0,Month-to-month,High,1,At-Risk Loyalists
2428-HYUNX,851.4000000000001,19.35,44,0,Two year,Low,2,Price-Sensitive
2428-ZMCTB,197.5,19.75,10,0,Month-to-month,Low,0,Champions
2429-AYKKO,1429.2,19.85,72,0,Two year,Low,2,Price-Sensitive
2430-RRYUW,3616.7999999999997,54.8,66,0,One year,Medium,2,Price-Sensitive
2430-USGXP,2425.2,101.05,24,1,Month-to-month,High,1,At-Risk Loyalists
2432-TFSMK,1612.8,89.6,18,0,One year,High,1,At-Risk Loyalists
2433-KMEAS,1197.9,54.45,22,1,Month-to-month,Medium,1,At-Risk Loyalists
2434-EEVDB,6054.4,94.6,64,0,Two year,High,3,New & Unstable
2436-QBZFP,862.4000000000001,39.2,22,0,Month-to-month,Low,0,Champions
2439-LYPMQ,3898.7999999999997,102.6,38,0,Month-to-month,High,3,New & Unstable
2439-QKJUL,101.25,20.25,5,0,Month-to-month,Low,0,Champions
2446-BEGGB,589.5,98.25,6,1,Month-to-month,High,1,At-Risk Loyalists
2446-PLQVO,70.3,70.3,1,1,Month-to-month,High,1,At-Risk Loyalists
2446-ZKVAF,1022.4,56.8,18,0,Month-to-month,Medium,1,At-Risk Loyalists
2450-ZKEED,591.8,53.8,11,0,One year,Medium,0,Champions
2451-YMUXS,4324.849999999999,64.55,67,0,Two year,Medium,3,New & Unstable
2452-KDRRH,6793.8,101.4,67,0,Month-to-month,High,3,New & Unstable
2452-MRMZF,1850.3999999999999,25.7,72,0,Two year,Low,2,Price-Sensitive
2452-SNHFZ,3546.15,75.45,47,0,Month-to-month,High,3,New & Unstable
2453-SAFNS,3893.3999999999996,72.1,54,0,One year,High,3,New & Unstable
2454-RPBRZ,1177.1999999999998,98.09999999999998,12,1,Month-to-month,High,1,At-Risk Loyalists
2455-USLMV,2627.25,84.75,31,0,Month-to-month,High,1,At-Risk Loyalists
2458-EOMRE,704.55,64.05,11,0,Month-to-month,Medium,1,At-Risk Loyalists
2460-FPSYH,2232.0,55.8,40,1,Month-to-month,Medium,2,Price-Sensitive
2460-NGXBJ,827.2,75.2,11,0,Month-to-month,High,1,At-Risk Loyalists
2462-XIIJB,462.5,92.5,5,1,Month-to-month,High,1,At-Risk Loyalists
2465-BLLEU,19.75,19.75,1,0,Month-to-month,Low,0,Champions
2466-FCCPT,394.0,19.7,20,0,One year,Low,0,Champions
2466-NEJOJ,157.2,19.65,8,0,Month-to-month,Low,0,Champions
2468-SJFLM,74.3,74.3,1,0,Month-to-month,High,1,At-Risk Loyalists
2469-DTSGX,8038.8,111.65,72,0,Two year,High,3,New & Unstable
2472-OVKUP,546.0,91.0,6,1,Month-to-month,High,1,At-Risk Loyalists
2474-BRUCM,4074.0,101.85,40,1,Month-to-month,High,3,New & Unstable
2474-LCNUE,1693.95,73.65,23,0,Month-to-month,High,1,At-Risk Loyalists
2475-MROZF,2850.0,95.0,30,0,Month-to-month,High,1,At-Risk Loyalists
2476-YGEFM,2204.0,76.0,29,0,Month-to-month,High,1,At-Risk Loyalists
2478-EEWWM,2613.7,44.3,59,0,Month-to-month,Medium,2,Price-Sensitive
2479-BRAMR,3433.75,83.75,41,1,Month-to-month,High,3,New & Unstable
